FIPS,sh050m,sh100m,sh500m,income,migration,birth,death,education,unemployment,election
1001,0.20641094,0.35084003,0.29131502,0.5933615,-0.3720501,-0.19117256,0.019028656,0.20595138,-0.3384493,0.82225746
1003,-0.099280976,-0.6415338,-0.20927942,0.36592767,1.6179537,-0.19117256,-0.054942567,0.95928913,-0.12065437,1.1551979
1005,0.3592569,0.51623565,0.6667608,-1.2757665,-0.43082657,-0.22900029,0.20395672,-0.72728795,1.3313118,-0.823003
1007,1.5820246,1.260516,0.91705805,-0.6479819,-0.17892738,-0.30465576,0.1299855,-1.1095787,0.24233718,0.8476024
1009,1.5820246,1.260516,0.91705805,-0.044230785,0.00579871,0.300588,0.05601427,-0.87345797,-0.3384493,1.7753692
1011,1.0470637,0.92972475,0.79190946,-1.667458,-0.44761986,-0.039861616,0.31491354,-0.6710687,0.93202114,-2.4890273
1013,1.0470637,0.92972475,0.79190946,-1.2476685,-0.514793,-0.0020338802,1.0916114,-0.648581,1.3313118,-0.4734964
1015,0.7413718,1.0124226,0.79190946,-0.4871701,-0.23770386,-0.0020338802,0.4998416,-0.356241,0.38753378,0.3504673
1017,1.2763326,1.3432139,1.0422066,-1.0961343,0.51799375,-0.0020338802,1.3874964,-0.8847018,0.75052536,-0.5540041
1019,1.4291786,1.5086095,1.0422066,-0.6059234,0.3332677,-0.8342441,1.0176402,-0.7160441,0.060841404,1.1348114
1021,1.1234866,1.1778182,0.91705805,-0.45103163,-0.18732402,0.48972666,0.4258704,-0.7385318,-0.22955184,1.3014834
1023,0.20641094,0.5989335,0.79190946,-1.0015912,0.08976512,-1.3260046,0.20395672,-0.81723875,0.895722,-0.57208467
1025,-0.099280976,0.35084003,0.91705805,-0.89414763,-1.3292671,-0.039861616,0.4258704,-0.91843337,2.6017823,-0.4481851
1027,1.0470637,1.3432139,1.0422066,-0.8965333,-1.2285074,-0.30465576,1.2395538,-1.2894803,0.56902957,0.812595
1029,1.4291786,1.5086095,1.1673553,-0.573496,-0.22091058,0.26276025,0.20395672,-1.0646033,0.13343972,1.5707917
1031,-0.099280976,-0.39344034,-0.45957664,0.08000075,1.072172,0.26276025,-0.16589941,0.35212138,-0.30215013,0.9364065
1033,0.9706407,1.1778182,0.91705805,-0.4377779,0.28288785,-0.07768935,0.7587409,-0.27753407,0.35123464,-0.036623154
1035,0.05356498,0.5989335,0.5416122,-1.5564802,-0.67432916,-0.19117256,1.0546257,-1.3232119,1.4765084,-0.7812736
1037,0.51210284,1.0951204,0.79190946,-1.0395851,-0.632346,-0.8342441,0.79572654,-1.2332611,0.56902957,-0.18855648
1039,0.6649488,0.76432914,0.79190946,-0.9461906,-0.17892738,-0.26682803,0.9066833,-0.6148495,0.20603803,1.233685
1041,1.0470637,1.0951204,0.91705805,-0.97879475,0.40883744,-0.38031122,0.6847697,-0.85097027,0.16973887,0.46601275
1043,1.4291786,1.1778182,0.79190946,-0.59973836,0.064575195,-0.039861616,0.6847697,-0.5586302,-0.048056062,1.620951
1045,-0.099280976,-0.39344034,-0.5847252,-0.40649912,0.01419535,0.90583175,-0.4247987,-0.356241,-0.15695353,0.6926966
1047,-0.022858,0.84702694,0.79190946,-1.5308564,-0.934625,0.75452083,0.57381284,-0.6260933,1.8395,-2.052833
1049,1.3527557,1.3432139,1.0422066,-0.6257157,-0.5399829,0.22493254,-0.054942567,-0.98589647,0.42383295,1.1262395
1051,0.6649488,0.6816313,0.5416122,0.6713817,0.04778191,0.14927706,-0.683698,0.14973213,-0.3384493,0.91314
1053,0.8177948,0.84702694,0.79190946,-0.9840962,-0.17892738,0.035793856,0.9066833,-0.85097027,0.49643126,0.13113122
1055,1.0470637,1.1778182,0.91705805,-0.7942146,0.29128447,-0.19117256,1.2395538,-0.5248987,0.13343972,0.5724476
1057,1.1999097,1.260516,0.91705805,-0.7957167,0.064575195,-0.7207608,1.794338,-0.70480025,0.27863634,1.0743732
1059,1.1234866,1.260516,0.91705805,-1.0207648,-0.14534082,0.45189893,0.6847697,-1.0308719,0.20603803,0.6393603
1061,1.0470637,0.76432914,0.6667608,-1.0053905,0.80347955,-0.07768935,1.0546257,-0.9971403,-0.08435521,1.3957717
1063,0.9706407,1.0124226,0.79190946,-1.778966,-0.4140333,0.07362159,0.462856,-0.96340877,2.093594,-3.0564826
1065,1.0470637,1.0124226,0.79190946,-1.2105582,-0.10335761,0.5653821,-0.054942567,-0.68231255,1.3313118,-1.5761075
1067,0.8177948,0.6816313,0.79190946,-0.6730756,-0.6995191,-0.3424835,1.2395538,-0.36748484,0.16973887,0.26070252
1069,0.2828339,0.26814222,0.4164636,-0.3637338,0.6019602,0.5275544,-0.16589941,0.0035621203,-0.12065437,0.6274127
1071,1.2763326,1.3432139,1.0422066,-0.4512967,0.08976512,-0.11551709,1.0546257,-0.80599487,0.27863634,0.6919735
1073,0.8177948,0.43353784,0.5416122,-0.06702718,-0.14534082,0.79234856,0.019028656,1.1504345,-0.15695353,-0.9274589
1075,1.3527557,1.260516,1.0422066,-0.95299417,0.09816176,-0.64510536,0.72175527,-0.9746526,-0.12065437,1.0645295
1077,0.58852583,0.6816313,0.91705805,-0.2818258,0.3164744,-0.7585886,0.31491354,0.22843906,-0.048056062,0.31829736
1079,1.8877165,1.5913073,1.1673553,-0.5479605,-0.43082657,-0.19117256,0.462856,-0.98589647,0.42383295,0.18529586
1081,-0.7106648,-0.6415338,0.16616641,-0.13638832,2.2057185,-0.07768935,-1.5343671,1.4765061,-0.37474844,-0.051132984
1083,0.8177948,0.5989335,0.5416122,0.4321079,1.5675738,-0.0020338802,-0.683698,0.34087753,-0.3384493,0.7435371
1085,1.5056015,1.3432139,0.91705805,-1.4297746,-2.3536572,0.6788654,0.09299988,-0.77226335,2.7469788,-2.5000827
1087,0.20641094,-0.14534688,0.041017797,-1.5035537,-2.57197,-0.60727763,0.1669711,-0.07514481,1.0409186,-3.2089403
1089,-0.17570396,-0.3107425,-0.08413081,1.0909061,0.5683736,0.07362159,-0.94259727,2.083674,-0.3384493,-0.09408469
1091,-0.48139587,0.10274658,0.6667608,-1.1343051,-1.1613343,0.22493254,0.31491354,-0.4574356,0.8594228,-0.96743804
1093,0.8942177,1.1778182,1.0422066,-1.1034681,-0.06977105,-0.3424835,1.2395538,-1.0083841,0.38753378,1.3529605
1095,1.1234866,1.0951204,0.79190946,-0.68615264,0.28288785,0.79234856,0.38888478,-0.44619176,-0.011756906,1.3039758
1097,0.8942177,0.43353784,0.4164636,-0.4576585,-0.04458113,0.79234856,-0.12891379,0.14973213,0.49643126,-0.41420758
1099,0.05356498,0.76432914,0.91705805,-0.7514493,-0.4979997,-0.30465576,0.94366896,-0.85097027,1.6943034,-0.46411628
1101,0.43567988,0.26814222,0.4164636,-0.29119176,-0.4140333,0.75452083,-0.6097267,1.262873,0.09714056,-1.5388227
1103,0.8177948,0.92972475,0.6667608,0.0035709657,0.081368476,-0.0020338802,0.019028656,-0.018925574,-0.011756906,0.77396595
1105,0.43567988,0.6816313,0.5416122,-1.7239189,-2.101758,0.22493254,1.3874964,-1.2332611,1.9846966,-2.398929
1107,1.1999097,1.0951204,0.91705805,-1.174508,0.030988632,-0.0020338802,0.79572654,-1.1770419,0.8594228,-0.49161407
1109,-0.32854992,-0.14534688,0.6667608,-1.0880938,0.38364753,0.33841574,-0.27685624,0.39709678,0.060841404,-0.26413867
1111,1.2763326,1.3432139,1.0422066,-0.857214,-0.5819661,-0.38031122,0.4258704,-0.86221415,0.49643126,0.6161612
1113,0.12998796,-0.14534688,-0.08413081,-0.9203017,3.5071976,1.7002141,0.019028656,-0.5136548,0.35123464,-1.1195291
1115,1.1234866,0.92972475,0.79190946,0.55342364,0.6691333,0.37624347,-0.23987062,-0.5136548,-0.3384493,1.4986937
1117,0.12998796,0.020048764,0.29131502,1.989685,0.9294292,0.11144932,-1.3864247,2.2635753,-1.0281333,1.1500303
1119,-1.1692027,-0.39344034,0.6667608,-1.8260609,0.00579871,-0.8342441,0.462856,-0.5698741,0.96832025,-2.5505457
1121,1.2763326,1.1778182,0.91705805,-0.87833154,0.5095971,-0.26682803,0.4998416,-0.85097027,0.56902957,-0.1876213
1123,0.8942177,1.1778182,1.0422066,-0.7300666,-0.5231896,0.18710479,0.9806546,-0.27753407,0.27863634,0.36174038
